SatPRN,GPSTime,Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
G09,2024-05-06 18:25:27.417843+00:00,25255622.864297703,-7258283.882551979,3976470.449265179,20817101.628066216,47.8,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G16,2024-05-06 18:25:27.417843+00:00,1679271.575752642,24097950.5919305,-10846250.04188319,23805429.46577365,33.2,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G17,2024-05-06 18:25:27.417843+00:00,21172336.092715442,-13390145.795684816,9479962.76892645,22480235.872497436,47.1,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G19,2024-05-06 18:25:27.417843+00:00,13842391.45014415,-15266026.566351049,16353627.025562342,22107089.93252691,47.8,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G21,2024-05-06 18:25:27.417843+00:00,20941488.157393854,16836098.57240065,-3160852.125047812,20225367.526094727,47.5,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G26,2024-05-06 18:25:27.417843+00:00,-4218941.7444955055,25852947.841297694,2802258.735654604,22559761.984332494,48.3,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G28,2024-05-06 18:25:27.417843+00:00,-7111594.1957649365,13599251.405211546,21665293.345473163,22329188.229505304,47.7,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G31,2024-05-06 18:25:27.417843+00:00,2839466.238606427,19086035.586171184,17863365.774078798,19856003.6909857,47.7,4582615.444852624,2897877.1239330415,3148277.6755275163,30.311706601625144,32.30775216831791,-102978.7343269512
G02,2024-05-06 18:25:28.417843+00:00,22724339.605406646,13967822.115422156,1967625.7738354441,19086295.38950595,48.1,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G03,2024-05-06 18:25:28.417843+00:00,12835654.021839343,9042736.515790284,21292397.688840196,18959183.77620688,40.5,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G04,2024-05-06 18:25:28.417843+00:00,21686983.933343977,3636874.7393133035,15010680.097326888,19110870.858531892,36.5,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G06,2024-05-06 18:25:28.417843+00:00,4831099.780959478,-14573198.606952015,21717535.56951674,23359525.621887334,48.4,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G09,2024-05-06 18:25:28.417843+00:00,25255253.116583996,-7257827.901798693,3979582.483413145,20816685.217712443,48.5,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G17,2024-05-06 18:25:28.417843+00:00,21173485.3328557,-13390282.999750271,9477088.91009735,22480360.885107506,47.2,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G19,2024-05-06 18:25:28.417843+00:00,13844497.045264922,-15266372.787506003,16351506.959549068,22106986.50668824,48.6,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G21,2024-05-06 18:25:28.417843+00:00,20941010.52250162,16836010.724066913,-3163931.050339615,20225841.2028826,48.2,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G26,2024-05-06 18:25:28.417843+00:00,-4219312.75342922,25852536.591304336,2805364.6672288347,22559465.79142573,48.8,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G28,2024-05-06 18:25:28.417843+00:00,-7113798.344295934,13597600.388926473,21665605.511645444,22329765.62626345,48.0,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G31,2024-05-06 18:25:28.417843+00:00,2837569.2760390677,19084671.833784733,17865142.347155087,19856352.65174903,48.4,4450967.807690399,2873390.7964546317,2922774.1505127326,29.056780777880174,32.844887477680835,-322498.528707535
G02,2024-05-06 18:25:29.417843+00:00,22724363.199064184,13968122.327065162,1964466.8552528492,19086624.860352848,46.1,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G03,2024-05-06 18:25:29.417843+00:00,12835156.87900839,9045421.435064413,21291574.874576397,18959038.980298594,38.3,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G04,2024-05-06 18:25:29.417843+00:00,21685248.048185963,3637662.0445390604,15012986.659359727,19110739.251545884,37.0,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G06,2024-05-06 18:25:29.417843+00:00,4833222.362452638,-14571470.22576547,21718235.7630201,23358835.189571492,45.8,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G09,2024-05-06 18:25:29.417843+00:00,25254883.033343688,-7257371.751522547,3982694.4333429206,20816239.429917105,46.2,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G17,2024-05-06 18:25:29.417843+00:00,21174634.226401955,-13390420.164844569,9474214.854542367,22480475.41013672,44.7,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G19,2024-05-06 18:25:29.417843+00:00,13846602.360521965,-15266719.062740186,16349386.535459487,22106872.59326871,46.3,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G21,2024-05-06 18:25:29.417843+00:00,20940532.564584665,16835922.696052045,-3167009.912166485,20226292.3863398,45.8,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G26,2024-05-06 18:25:29.417843+00:00,-4219683.752832571,25852124.96920708,2808470.5378387,22559148.911285836,46.2,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G28,2024-05-06 18:25:29.417843+00:00,-7116002.62011032,13595949.476753417,21665917.21641047,22330321.742481057,46.0,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G31,2024-05-06 18:25:29.417843+00:00,2835672.0673048384,19083308.04109695,17866918.52869188,19856676.126469355,46.2,4450966.298903499,2873377.6094524465,2922787.8254264607,29.05693326677888,32.84477651015192,-322499.24715859164
G02,2024-05-06 18:25:30.417843+00:00,22724386.483868435,13968422.31850307,1961307.8962249144,19087001.106508397,45.8,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G03,2024-05-06 18:25:30.417843+00:00,12834659.91975616,9048106.280204326,21290751.601980545,18958898.983200185,40.7,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G04,2024-05-06 18:25:30.417843+00:00,21683511.93519334,3638449.5454809777,15015292.904310044,19110603.744436212,38.0,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G06,2024-05-06 18:25:30.417843+00:00,4835345.1190015,-14569741.923251294,21718935.49628194,23358191.2359106,45.7,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G09,2024-05-06 18:25:30.417843+00:00,25254512.61467673,-7256915.4317679,3985806.298400154,20815820.925537203,45.5,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G17,2024-05-06 18:25:30.417843+00:00,21175782.77319893,-13390557.290896937,9471340.602673668,22480616.311170045,44.2,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G19,2024-05-06 18:25:30.417843+00:00,13848707.395659626,-15267065.391971715,16347265.75355374,22106778.459670994,45.2,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G21,2024-05-06 18:25:30.417843+00:00,20940054.283713624,16835834.488419138,-3170088.7098686113,20226779.246767174,45.5,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G26,2024-05-06 18:25:30.417843+00:00,-4220054.742690089,25851712.975080837,2811576.346885327,22558862.603927422,45.5,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G28,2024-05-06 18:25:30.417843+00:00,-7118207.022725711,13594298.66906078,21666228.459700536,22330915.324316155,45.3,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G31,2024-05-06 18:25:30.417843+00:00,2833774.6127880085,19081944.208424732,17868694.318315107,19857030.77600367,45.7,4450986.587625893,2873372.009964308,2922830.322843339,29.057221693441555,32.84460662769011,-322466.36165908724
G02,2024-05-06 18:25:31.417843+00:00,22724409.459788036,13968722.089825492,1958148.8962799811,19087373.14716147,45.8,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G03,2024-05-06 18:25:31.417843+00:00,12834163.144059489,9050791.051252779,21289927.871036496,18958751.194579553,40.8,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G04,2024-05-06 18:25:31.417843+00:00,21681775.59452775,3639237.24211179,15017598.83198823,19110482.633756176,41.4,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G06,2024-05-06 18:25:31.417843+00:00,4837468.050943271,-14568013.699151635,21719634.769414093,23357539.778656073,45.1,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G09,2024-05-06 18:25:31.417843+00:00,25254141.86060362,-7256458.94248103,3988918.0785996467,20815421.904325403,46.3,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G17,2024-05-06 18:25:31.417843+00:00,21176930.97338537,-13390694.377871685,9468466.154167822,22480743.72318506,45.4,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G19,2024-05-06 18:25:31.417843+00:00,13850812.150714796,-15267411.77516681,16345144.613797378,22106692.719628002,45.2,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G21,2024-05-06 18:25:31.417843+00:00,20939575.679813836,16835746.101204507,-3173167.443722133,20227268.81197829,46.1,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G26,2024-05-06 18:25:31.417843+00:00,-4220425.723072505,25851300.60890511,2814682.09449027,22558588.590247404,45.8,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G28,2024-05-06 18:25:31.417843+00:00,-7120411.552371549,13592647.965683816,21666539.241548613,22331508.30411874,45.7,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G31,2024-05-06 18:25:31.417843+00:00,2831876.9123892887,19080580.335737247,17870469.716103602,19857396.829255275,45.7,4451006.879438533,2873363.6918802983,2922877.501849983,29.057555808495863,32.844412026752806,-322432.48877723515
G02,2024-05-06 18:25:32.418594+00:00,22724432.126791324,13969021.64112166,1954989.8549499493,19087690.333055075,46.2,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G03,2024-05-06 18:25:32.418594+00:00,12833666.551942855,9053475.747994894,21289103.68180721,18958611.799513653,40.6,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G04,2024-05-06 18:25:32.418594+00:00,21680039.026118133,3640025.1345096612,15019904.442513742,19110354.02820762,38.1,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G06,2024-05-06 18:25:32.418594+00:00,4839591.158508882,-14566285.553295277,21720333.582493022,23356841.860196818,45.5,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G09,2024-05-06 18:25:32.418594+00:00,25253770.771053076,-7256002.283495521,3992029.774724596,20814960.533485625,46.4,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G17,2024-05-06 18:25:32.418594+00:00,21178078.82696795,-13390831.425717311,9465591.509031754,22480852.245339368,45.4,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G19,2024-05-06 18:25:32.418594+00:00,13852916.625894886,-15267758.212319747,16343023.115983998,22106579.696169578,46.0,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G21,2024-05-06 18:25:32.418594+00:00,20939096.75275782,16835657.534434617,-3176246.114342109,20227695.111424997,45.8,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G26,2024-05-06 18:25:32.418594+00:00,-4220796.6941123,25850887.870590366,2817787.781293807,22558258.517742902,46.4,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G28,2024-05-06 18:25:32.418594+00:00,-7122616.209332437,13590997.366416585,21666849.561995164,22332055.128095407,45.8,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G31,2024-05-06 18:25:32.418594+00:00,2829978.9657091172,19079216.42278802,17872244.72241674,19857707.111610986,46.3,4450998.839125665,2873351.4166046153,2922871.487325082,29.057567754939083,32.844347653651305,-322447.13439000957
G02,2024-05-06 18:25:33.417843+00:00,22724454.484829508,13969320.972251097,1951830.7741893632,19088131.930276055,47.0,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G03,2024-05-06 18:25:33.417843+00:00,12833170.143380584,9056160.370486887,21288279.03427243,18958466.706951663,38.8,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G04,2024-05-06 18:25:33.417843+00:00,21678302.230030574,3640813.2226906344,15022209.73582385,19110219.725162968,38.3,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G06,2024-05-06 18:25:33.417843+00:00,4841714.440545072,-14564557.486637564,21721031.935139876,23356253.956635304,47.0,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G09,2024-05-06 18:25:33.417843+00:00,25253399.346275672,-7255545.455040805,3995141.384860646,20814614.875039674,47.0,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G17,2024-05-06 18:25:33.417843+00:00,21179226.333528712,-13390968.434331732,9462716.668336175,22481047.407824755,46.5,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G19,2024-05-06 18:25:33.417843+00:00,13855020.820380282,-15268104.703255713,16340901.260942686,22106550.02367619,46.7,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G21,2024-05-06 18:25:33.417843+00:00,20938617.50281907,16835568.788210206,-3179324.7197663677,20228243.13486555,47.0,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G26,2024-05-06 18:25:33.417843+00:00,-4221167.65564832,25850474.76037406,2820893.4054765166,22558041.470298696,47.3,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G28,2024-05-06 18:25:33.417843+00:00,-7124820.9924138,13589346.872160487,21667159.420872696,22332711.3649373,47.0,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G31,2024-05-06 18:25:33.417843+00:00,2828080.77380208,19077852.470375456,17874019.336254165,19858124.119498394,47.2,4451063.636484419,2873368.1768759782,2922981.289784381,29.05818676300839,32.8441198706162,-322338.2711669933
G02,2024-05-06 18:25:34.417843+00:00,22724476.53388872,13969620.083541198,1948671.6510153257,19088408.640389618,47.3,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G03,2024-05-06 18:25:34.417843+00:00,12832673.91838276,9058844.918591658,21287453.928471263,18958323.411762103,38.3,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G04,2024-05-06 18:25:34.417843+00:00,21676565.206414577,3641601.5066328375,15024514.711745232,19110095.909699183,40.2,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G06,2024-05-06 18:25:34.417843+00:00,4843837.898926258,-14562829.49766973,21721729.827971574,23355505.06609003,47.1,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G09,2024-05-06 18:25:34.417843+00:00,25253027.585957065,-7255088.456651609,3998252.9118259237,20814107.034270056,47.1,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G16,2024-05-06 18:25:34.417843+00:00,1675160.2852843553,24106597.88031434,-10826752.339535782,23818251.31297888,45.0,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G17,2024-05-06 18:25:34.417843+00:00,21180373.49398074,-13391105.403771672,9459841.629816996,22481086.984168775,46.2,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G19,2024-05-06 18:25:34.417843+00:00,13857124.735844955,-15268451.248210583,16338779.046987794,22106359.050095122,46.7,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G21,2024-05-06 18:25:34.417843+00:00,20938137.929533042,16835479.86249538,-3182403.262774148,20228636.16547213,46.8,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G26,2024-05-06 18:25:34.417843+00:00,-4221538.608075021,25850061.27787482,2823998.969871306,22557657.432995826,47.0,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G28,2024-05-06 18:25:34.417843+00:00,-7127025.903575864,13587696.481455244,21667468.818457033,22333203.622083094,47.5,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G31,2024-05-06 18:25:34.417843+00:00,2826182.335052089,19076488.477378882,17875793.559112437,19858388.542681884,47.1,4586666.650404031,2898475.5227907645,3155076.5300768437,30.34815868714714,32.290228137722046,-96313.79330838285
G02,2024-05-06 18:25:35.417843+00:00,22724498.273916926,13969918.974807374,1945512.4878500598,19088744.10538631,45.9,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G03,2024-05-06 18:25:35.417843+00:00,12832177.876947466,9061529.392236635,21286628.36442303,18958182.210598666,41.4,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G04,2024-05-06 18:25:35.417843+00:00,21674827.955268577,3642389.986382978,15026819.37030503,19109972.69626791,39.1,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G06,2024-05-06 18:25:35.417843+00:00,4845961.532061562,-14561101.587703168,21722427.26046556,23354813.44715938,45.8,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G09,2024-05-06 18:25:35.417843+00:00,25252655.49039742,-7254631.288618198,4001364.353292263,20813654.946946114,46.1,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G16,2024-05-06 18:25:35.417843+00:00,1674573.5655436767,24107832.002178602,-10823966.001103573,23817719.485623922,46.6,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G17,2024-05-06 18:25:35.417843+00:00,21181520.3074554,-13391242.333881125,9456966.395674583,22481194.30225806,44.5,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G19,2024-05-06 18:25:35.417843+00:00,13859228.370644527,-15268797.8468736,16336656.475780439,22106234.945748433,46.1,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G21,2024-05-06 18:25:35.417843+00:00,20937658.03323393,16835390.757402062,-3185481.7410156825,20229096.937823985,46.1,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G26,2024-05-06 18:25:35.417843+00:00,-4221909.551162578,25849647.423406743,2827104.4720842075,22557330.955236178,45.9,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G28,2024-05-06 18:25:35.417843+00:00,-7129230.941105806,13586046.195590109,21667777.75450806,22333757.93220317,45.6,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G31,2024-05-06 18:25:35.417843+00:00,2824283.650792666,19075124.444797114,17877567.389730684,19858706.921938628,45.7,4586637.698275496,2898444.251406656,3155022.2258514697,30.347920021999936,32.290112305435855,-96376.76794840954
G02,2024-05-06 18:25:36.417843+00:00,22724519.704877675,13970217.646069504,1942353.2849583596,19089157.22385194,46.0,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G03,2024-05-06 18:25:36.417843+00:00,12831682.019063462,9064213.791400038,21285802.34213142,18958037.72006919,40.8,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G04,2024-05-06 18:25:36.417843+00:00,21673090.47661877,3643178.661975123,15029123.711493524,19109844.98940557,40.2,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G06,2024-05-06 18:25:36.417843+00:00,4848085.339691438,-14559373.756965559,21723124.232537545,23354209.35852091,46.6,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G09,2024-05-06 18:25:36.417843+00:00,25252283.05966984,-7254173.950951556,4004475.708835583,20813293.10342321,46.5,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G16,2024-05-06 18:25:36.417843+00:00,1673986.9990399517,24109065.81954301,-10821179.431741359,23817349.247285232,46.0,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G17,2024-05-06 18:25:36.417843+00:00,21182666.773881536,-13391379.224599332,9454090.966111917,22481384.378004976,45.3,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G19,2024-05-06 18:25:36.417843+00:00,13861331.72461852,-15269144.499178434,16334533.547485648,22106194.471570265,45.9,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G21,2024-05-06 18:25:36.417843+00:00,20937177.81390177,16835301.47297682,-3188560.1544160857,20229626.67343634,46.7,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
G26,2024-05-06 18:25:36.417843+00:00,-4222280.484920002,25849233.197018173,2830209.9117213516,22557093.517212544,46.4,4586679.903902498,2898450.7174420687,3155056.300990331,30.348008264319883,32.28993193618842,-96325.7808260629
